Lan,Datum,Uppskattning,Low_CI,High_CI
Västra Götaland,2021-07-23,0.16,0.05,0.48
Blekinge,2021-07-24,0.1,0,2.67
Dalarna,2021-07-24,0.36,0.01,2.54
Gävleborg,2021-07-24,0.43,0.02,2.64
Gotland,2021-07-24,,,
Halland,2021-07-24,0.11,0,1.48
Jämtland,2021-07-24,0.35,0,4.51
Jönköping,2021-07-24,0.31,0.02,2.2
Kalmar,2021-07-24,0.1,0,3.22
Kronoberg,2021-07-24,0.18,0,3.16
Norrbotten,2021-07-24,0.13,0,3.39
Örebro,2021-07-24,0.29,0,2.62
Östergötland,2021-07-24,0.12,0,1.52
Skåne,2021-07-24,0.16,0.07,0.39
Södermanland,2021-07-24,0.21,0.01,2.71
Stockholm,2021-07-24,0.26,0.13,0.5
Uppsala,2021-07-24,0.26,0.05,0.89
Värmland,2021-07-24,0.11,0,1.98
Västerbotten,2021-07-24,0.21,0,3.03
Västernorrland,2021-07-24,0.44,0.01,3.24
Västmanland,2021-07-24,0.26,0,2.43
Västra Götaland,2021-07-24,0.16,0.04,0.48
Blekinge,2021-07-25,0.12,0,2.6
Dalarna,2021-07-25,0.31,0.01,2.47
Gävleborg,2021-07-25,0.51,0.03,2.81
Gotland,2021-07-25,,,
Halland,2021-07-25,0.12,0,1.43
Jämtland,2021-07-25,0.29,0,4.41
Jönköping,2021-07-25,0.28,0.01,2.15
Kalmar,2021-07-25,0.15,0,3.58
Kronoberg,2021-07-25,0.13,0,3.07
Norrbotten,2021-07-25,0.25,0,3.45
Örebro,2021-07-25,0.26,0,2.56
Östergötland,2021-07-25,0.13,0,1.55
Skåne,2021-07-25,0.16,0.06,0.39
Södermanland,2021-07-25,0.21,0.01,2.71
Stockholm,2021-07-25,0.24,0.12,0.47
Uppsala,2021-07-25,0.24,0.04,0.88
Värmland,2021-07-25,0.1,0,2.05
Västerbotten,2021-07-25,0.17,0,2.85
Västernorrland,2021-07-25,0.37,0,3.07
Västmanland,2021-07-25,0.15,0,2.15
Västra Götaland,2021-07-25,0.12,0.03,0.41
Blekinge,2021-07-26,0.17,0,2.64
Dalarna,2021-07-26,0.42,0.02,2.67
Gävleborg,2021-07-26,0.49,0.03,2.74
Gotland,2021-07-26,,,
Halland,2021-07-26,0.12,0,1.51
Jämtland,2021-07-26,0.27,0,4.4
Jönköping,2021-07-26,0.28,0.01,2.19
Kalmar,2021-07-26,0.11,0,3.55
Kronoberg,2021-07-26,0.07,0,2.93
Norrbotten,2021-07-26,0.22,0,3.42
Örebro,2021-07-26,0.28,0.01,2.59
Östergötland,2021-07-26,0.15,0,1.57
Skåne,2021-07-26,0.15,0.06,0.37
Södermanland,2021-07-26,0.25,0.02,2.64
Stockholm,2021-07-26,0.24,0.12,0.47
Uppsala,2021-07-26,0.15,0.02,0.73
Värmland,2021-07-26,0.1,0,2.05
Västerbotten,2021-07-26,0.2,0,2.9
Västernorrland,2021-07-26,0.32,0,2.89
Västmanland,2021-07-26,0.14,0,2.24
Västra Götaland,2021-07-26,0.13,0.03,0.42
Blekinge,2021-07-27,0.15,0,2.75
Dalarna,2021-07-27,0.27,0.01,2.31
Gävleborg,2021-07-27,0.43,0.02,2.66
Gotland,2021-07-27,,,
Halland,2021-07-27,0.11,0,1.49
Jämtland,2021-07-27,0.14,0,3.83
Jönköping,2021-07-27,0.22,0.01,2.02
Kalmar,2021-07-27,0.11,0,3.1
Kronoberg,2021-07-27,0.09,0,2.68
Norrbotten,2021-07-27,0.26,0,3.47
Örebro,2021-07-27,0.28,0.01,2.58
Östergötland,2021-07-27,0.1,0,1.44
Skåne,2021-07-27,0.17,0.06,0.41
Södermanland,2021-07-27,0.24,0.01,2.7
Stockholm,2021-07-27,0.25,0.12,0.48
Uppsala,2021-07-27,0.19,0.03,0.77
Värmland,2021-07-27,0.1,0,2.1
Västerbotten,2021-07-27,0.21,0,2.92
Västernorrland,2021-07-27,0.34,0,2.91
Västmanland,2021-07-27,0.25,0,2.51
Västra Götaland,2021-07-27,0.13,0.04,0.42
Blekinge,2021-07-28,0.14,0,2.61
Dalarna,2021-07-28,0.24,0,2.27
Gävleborg,2021-07-28,0.52,0.04,2.71
Gotland,2021-07-28,,,
Halland,2021-07-28,0.15,0,1.49
Jämtland,2021-07-28,0.11,0,3.9
Jönköping,2021-07-28,0.16,0,1.95
Kalmar,2021-07-28,0.09,0,2.94
Kronoberg,2021-07-28,0.11,0,2.7
Norrbotten,2021-07-28,0.24,0,3.5
Örebro,2021-07-28,0.25,0,2.69
Östergötland,2021-07-28,0.13,0,1.48
Skåne,2021-07-28,0.17,0.06,0.41
Södermanland,2021-07-28,0.24,0.01,2.83
Stockholm,2021-07-28,0.26,0.13,0.5
Uppsala,2021-07-28,0.17,0.03,0.75
Värmland,2021-07-28,0.28,0,2.32
Västerbotten,2021-07-28,0.18,0,2.86
Västernorrland,2021-07-28,0.19,0,2.76
Västmanland,2021-07-28,0.28,0.01,2.35
Västra Götaland,2021-07-28,0.16,0.05,0.47
Blekinge,2021-07-29,0.12,0,2.63
Dalarna,2021-07-29,0.23,0,2.25
Gävleborg,2021-07-29,0.52,0.04,2.71
Gotland,2021-07-29,,,
Halland,2021-07-29,0.12,0,1.42
Jämtland,2021-07-29,0.11,0,3.9
Jönköping,2021-07-29,0.2,0,1.99
Kalmar,2021-07-29,0.14,0,3.08
Kronoberg,2021-07-29,0.1,0,2.75
Norrbotten,2021-07-29,0.25,0,3.4
Örebro,2021-07-29,0.3,0,2.74
Östergötland,2021-07-29,0.16,0,1.54
Skåne,2021-07-29,0.17,0.06,0.41
Södermanland,2021-07-29,0.27,0.01,2.94
Stockholm,2021-07-29,0.27,0.14,0.52
Uppsala,2021-07-29,0.18,0.03,0.77
Värmland,2021-07-29,0.11,0,1.85
Västerbotten,2021-07-29,0.16,0,3.02
Västernorrland,2021-07-29,0.2,0,2.77
Västmanland,2021-07-29,0.23,0.01,2.23
Västra Götaland,2021-07-29,0.19,0.06,0.51
Blekinge,2021-07-30,0.15,0,2.61
Dalarna,2021-07-30,0.23,0,2.26
Gävleborg,2021-07-30,0.49,0.02,2.68
Gotland,2021-07-30,,,
Halland,2021-07-30,0.13,0,1.44
Jämtland,2021-07-30,0.12,0,3.64
Jönköping,2021-07-30,0.25,0.01,2.07
Kalmar,2021-07-30,0.12,0,3.07
Kronoberg,2021-07-30,0.09,0,2.87
Norrbotten,2021-07-30,0.27,0,3.34
Örebro,2021-07-30,0.26,0,2.73
Östergötland,2021-07-30,0.21,0.01,1.56
Skåne,2021-07-30,0.19,0.07,0.44
Södermanland,2021-07-30,0.21,0,2.89
Stockholm,2021-07-30,0.27,0.14,0.52
Uppsala,2021-07-30,0.2,0.04,0.8
Värmland,2021-07-30,0.11,0,1.95
Västerbotten,2021-07-30,0.19,0,3.13
Västernorrland,2021-07-30,0.14,0.01,2.74
Västmanland,2021-07-30,0.38,0.02,2.44
Västra Götaland,2021-07-30,0.17,0.05,0.5
Blekinge,2021-07-31,0.13,0,2.54
Dalarna,2021-07-31,0.29,0.01,2.39
Gävleborg,2021-07-31,0.44,0.02,2.64
Gotland,2021-07-31,,,
Halland,2021-07-31,0.13,0,1.38
Jämtland,2021-07-31,0.09,0,3.74
Jönköping,2021-07-31,0.15,0,1.96
Kalmar,2021-07-31,0.19,0,3.3
Kronoberg,2021-07-31,0.11,0,3.06
Norrbotten,2021-07-31,0.22,0,3.53
Örebro,2021-07-31,0.24,0,2.81
Östergötland,2021-07-31,0.22,0.01,1.59
Skåne,2021-07-31,0.18,0.07,0.43
Södermanland,2021-07-31,0.21,0,2.98
Stockholm,2021-07-31,0.28,0.14,0.53
Uppsala,2021-07-31,0.22,0.04,0.85
Värmland,2021-07-31,0.15,0,2.03
Västerbotten,2021-07-31,0.2,0,3.17
Västernorrland,2021-07-31,0.11,0,2.79
Västmanland,2021-07-31,0.27,0.01,2.2
Västra Götaland,2021-07-31,0.22,0.08,0.57
Blekinge,2021-08-01,0.09,0,2.48
Dalarna,2021-08-01,0.26,0.01,2.47
Gävleborg,2021-08-01,0.48,0.02,2.63
Gotland,2021-08-01,,,
Halland,2021-08-01,0.09,0,1.39
Jämtland,2021-08-01,0.12,0,3.67
Jönköping,2021-08-01,0.15,0,2
Kalmar,2021-08-01,0.18,0,3.27
Kronoberg,2021-08-01,0.08,0,3.2
Norrbotten,2021-08-01,0.14,0,3.56
Örebro,2021-08-01,0.25,0,2.95
Östergötland,2021-08-01,0.22,0.01,1.65
Skåne,2021-08-01,0.18,0.07,0.43
Södermanland,2021-08-01,0.36,0,3.13
Stockholm,2021-08-01,0.24,0.12,0.48
Uppsala,2021-08-01,0.16,0.02,0.76
Värmland,2021-08-01,0.13,0,2.04
Västerbotten,2021-08-01,0.17,0,3.12
Västernorrland,2021-08-01,0.12,0,2.8
Västmanland,2021-08-01,0.28,0.01,2.27
Västra Götaland,2021-08-01,0.23,0.08,0.57
Blekinge,2021-08-02,0.09,0,2.43
Dalarna,2021-08-02,0.34,0.02,2.54
Gävleborg,2021-08-02,0.51,0.03,2.67
Gotland,2021-08-02,,,
Halland,2021-08-02,0.13,0,1.5
Jämtland,2021-08-02,0.12,0,3.54
Jönköping,2021-08-02,0.15,0,2.03
Kalmar,2021-08-02,0.16,0,3.04
Kronoberg,2021-08-02,0.06,0,3.19
Norrbotten,2021-08-02,0.13,0,3.43
Örebro,2021-08-02,0.24,0,2.91
Östergötland,2021-08-02,0.19,0.01,1.55
Skåne,2021-08-02,0.19,0.07,0.44
Södermanland,2021-08-02,0.34,0,3.12
Stockholm,2021-08-02,0.28,0.14,0.53
Uppsala,2021-08-02,0.17,0.03,0.78
Värmland,2021-08-02,0.15,0,1.98
Västerbotten,2021-08-02,0.27,0.01,3.16
Västernorrland,2021-08-02,0.12,0,2.88
Västmanland,2021-08-02,0.26,0.01,2.26
Västra Götaland,2021-08-02,0.22,0.07,0.55
Blekinge,2021-08-03,0.08,0,2.48
Dalarna,2021-08-03,0.33,0.02,2.6
Gävleborg,2021-08-03,0.52,0.04,2.6
Gotland,2021-08-03,,,
Halland,2021-08-03,0.09,0,1.43
Jämtland,2021-08-03,0.12,0,3.81
Jönköping,2021-08-03,0.15,0,2.06
Kalmar,2021-08-03,0.17,0,3.35
Kronoberg,2021-08-03,0.07,0,3.29
Norrbotten,2021-08-03,0.16,0,3.5
Örebro,2021-08-03,0.26,0,2.92
Östergötland,2021-08-03,0.26,0.02,1.64
Skåne,2021-08-03,0.19,0.08,0.44
Södermanland,2021-08-03,0.34,0,3.11
Stockholm,2021-08-03,0.28,0.14,0.53
Uppsala,2021-08-03,0.19,0.03,0.82
Värmland,2021-08-03,0.11,0,1.94
Västerbotten,2021-08-03,0.22,0,3.09
Västernorrland,2021-08-03,0.1,0,2.96
Västmanland,2021-08-03,0.3,0.01,2.38
Västra Götaland,2021-08-03,0.23,0.08,0.56
Blekinge,2021-08-04,0.09,0,2.54
Dalarna,2021-08-04,0.49,0.03,2.93
Gävleborg,2021-08-04,0.35,0.03,2.21
Gotland,2021-08-04,,,
Halland,2021-08-04,0.14,0,1.52
Jämtland,2021-08-04,0.1,0,3.76
Jönköping,2021-08-04,0.13,0,1.99
Kalmar,2021-08-04,0.17,0,3.45
Kronoberg,2021-08-04,0.07,0,3.29
Norrbotten,2021-08-04,0.2,0,3.77
Örebro,2021-08-04,0.25,0,2.91
Östergötland,2021-08-04,0.24,0.01,1.63
Skåne,2021-08-04,0.19,0.07,0.43
Södermanland,2021-08-04,0.37,0,3.41
Stockholm,2021-08-04,0.3,0.16,0.56
Uppsala,2021-08-04,0.21,0.03,0.87
Värmland,2021-08-04,0.12,0,1.99
Västerbotten,2021-08-04,0.17,0,2.97
Västernorrland,2021-08-04,0.08,0,2.94
Västmanland,2021-08-04,0.27,0,2.38
Västra Götaland,2021-08-04,0.22,0.08,0.55
Blekinge,2021-08-05,0.14,0,2.57
Dalarna,2021-08-05,0.6,0.06,3.02
Gävleborg,2021-08-05,0.35,0.03,2.28
Gotland,2021-08-05,,,
Halland,2021-08-05,0.14,0,1.51
Jämtland,2021-08-05,0.08,0,3.74
Jönköping,2021-08-05,0.25,0,2.22
Kalmar,2021-08-05,0.13,0,3.38
Kronoberg,2021-08-05,0.06,0,3.27
Norrbotten,2021-08-05,0.16,0,3.6
Örebro,2021-08-05,0.21,0,2.72
Östergötland,2021-08-05,0.25,0.01,1.64
Skåne,2021-08-05,0.18,0.07,0.43
Södermanland,2021-08-05,0.34,0,3.2
Stockholm,2021-08-05,0.28,0.14,0.53
Uppsala,2021-08-05,0.23,0.04,0.88
Värmland,2021-08-05,0.14,0,2.21
Västerbotten,2021-08-05,0.19,0,2.99
Västernorrland,2021-08-05,0.14,0,3.07
Västmanland,2021-08-05,0.33,0,2.48
Västra Götaland,2021-08-05,0.21,0.07,0.53
Blekinge,2021-08-06,0.1,0,2.51
Dalarna,2021-08-06,0.56,0.05,2.93
Gävleborg,2021-08-06,0.36,0.03,2.31
Gotland,2021-08-06,,,
Halland,2021-08-06,0.2,0,1.64
Jämtland,2021-08-06,0.09,0,3.89
Jönköping,2021-08-06,0.17,0,2.15
Kalmar,2021-08-06,0.13,0,3.27
Kronoberg,2021-08-06,0.09,0,3.33
Norrbotten,2021-08-06,0.13,0,3.59
Örebro,2021-08-06,0.19,0,2.63
Östergötland,2021-08-06,0.19,0,1.58
Skåne,2021-08-06,0.17,0.07,0.4
Södermanland,2021-08-06,0.38,0,3.27
Stockholm,2021-08-06,0.28,0.14,0.53
Uppsala,2021-08-06,0.2,0.03,0.84
Värmland,2021-08-06,0.13,0,2.21
Västerbotten,2021-08-06,0.25,0.01,2.99
Västernorrland,2021-08-06,0.07,0,2.84
Västmanland,2021-08-06,0.34,0,2.72
Västra Götaland,2021-08-06,0.21,0.08,0.54
Blekinge,2021-08-07,0.09,0,2.43
Dalarna,2021-08-07,0.55,0.04,2.9
Gävleborg,2021-08-07,0.38,0.03,2.3
Gotland,2021-08-07,,,
Halland,2021-08-07,0.12,0,1.51
Jämtland,2021-08-07,0.09,0,4.05
Jönköping,2021-08-07,0.16,0,2.13
Kalmar,2021-08-07,0.11,0,3.25
Kronoberg,2021-08-07,0.16,0,3.07
Norrbotten,2021-08-07,0.2,0,3.67
Örebro,2021-08-07,0.17,0,2.6
Östergötland,2021-08-07,0.19,0,1.59
Skåne,2021-08-07,0.17,0.07,0.4
Södermanland,2021-08-07,0.35,0,3.21
Stockholm,2021-08-07,0.3,0.15,0.56
Uppsala,2021-08-07,0.17,0.02,0.81
Värmland,2021-08-07,0.18,0,2.19
Västerbotten,2021-08-07,0.22,0,2.77
Västernorrland,2021-08-07,0.18,0,3.05
Västmanland,2021-08-07,0.3,0,2.45
Västra Götaland,2021-08-07,0.19,0.06,0.5
Blekinge,2021-08-08,0.11,0,2.44
Dalarna,2021-08-08,0.46,0.03,2.67
Gävleborg,2021-08-08,0.32,0.03,2.19
Gotland,2021-08-08,,,
Halland,2021-08-08,0.15,0,1.61
Jämtland,2021-08-08,0.09,0,3.89
Jönköping,2021-08-08,0.15,0,2.12
Kalmar,2021-08-08,0.11,0,3.25
Kronoberg,2021-08-08,0.19,0,3.27
Norrbotten,2021-08-08,0.2,0,3.81
Örebro,2021-08-08,0.19,0,2.62
Östergötland,2021-08-08,0.24,0.01,1.68
Skåne,2021-08-08,0.14,0.05,0.35
Södermanland,2021-08-08,0.16,0,2.84
Stockholm,2021-08-08,0.27,0.14,0.53
Uppsala,2021-08-08,0.17,0.02,0.81
Värmland,2021-08-08,0.18,0,2.23
Västerbotten,2021-08-08,0.14,0,2.68
Västernorrland,2021-08-08,0.2,0,3.17
Västmanland,2021-08-08,0.28,0,2.37
Västra Götaland,2021-08-08,0.18,0.06,0.48
Blekinge,2021-08-09,0.15,0,2.54
Dalarna,2021-08-09,0.46,0.03,2.67
Gävleborg,2021-08-09,0.31,0.03,2.16
Gotland,2021-08-09,,,
Halland,2021-08-09,0.17,0,1.71
Jämtland,2021-08-09,0.08,0,3.85
Jönköping,2021-08-09,0.13,0,2.08
Kalmar,2021-08-09,0.11,0,3.47
Kronoberg,2021-08-09,0.17,0,3.16
Norrbotten,2021-08-09,0.21,0,3.82
Örebro,2021-08-09,0.21,0,2.87
Östergötland,2021-08-09,0.3,0.01,1.79
Skåne,2021-08-09,0.14,0.05,0.35
Södermanland,2021-08-09,0.19,0,2.75
Stockholm,2021-08-09,0.28,0.14,0.53
Uppsala,2021-08-09,0.16,0.02,0.78
Värmland,2021-08-09,0.14,0,2.25
Västerbotten,2021-08-09,0.09,0,2.71
Västernorrland,2021-08-09,0.12,0,3.01
Västmanland,2021-08-09,0.22,0,2.17
Västra Götaland,2021-08-09,0.18,0.07,0.48
Blekinge,2021-08-10,0.15,0,2.62
Dalarna,2021-08-10,0.44,0.03,2.67
Gävleborg,2021-08-10,0.28,0.02,2.25
Gotland,2021-08-10,,,
Halland,2021-08-10,0.16,0,1.62
Jämtland,2021-08-10,0.05,0,3.98
Jönköping,2021-08-10,0.17,0,2.1
Kalmar,2021-08-10,0.11,0,3.6
Kronoberg,2021-08-10,0.36,0,3.3
Norrbotten,2021-08-10,0.25,0,4.12
Örebro,2021-08-10,0.22,0,2.81
Östergötland,2021-08-10,0.27,0.01,1.73
Skåne,2021-08-10,0.14,0.05,0.35
Södermanland,2021-08-10,0.2,0,2.82
Stockholm,2021-08-10,0.3,0.16,0.56
Uppsala,2021-08-10,0.16,0.02,0.8
Värmland,2021-08-10,0.17,0,2.21
Västerbotten,2021-08-10,0.11,0,2.73
Västernorrland,2021-08-10,0.13,0,2.75
Västmanland,2021-08-10,0.3,0.01,2.31
Västra Götaland,2021-08-10,0.2,0.07,0.52
Blekinge,2021-08-11,0.21,0,2.55
Dalarna,2021-08-11,0.34,0.03,2.5
Gävleborg,2021-08-11,0.29,0.01,2.34
Gotland,2021-08-11,,,
Halland,2021-08-11,0.2,0.01,1.66
Jämtland,2021-08-11,0.05,0,3.68
Jönköping,2021-08-11,0.23,0,2.18
Kalmar,2021-08-11,0.19,0,3.62
Kronoberg,2021-08-11,0.23,0,3.02
Norrbotten,2021-08-11,0.29,0,3.87
Örebro,2021-08-11,0.3,0.01,2.85
Östergötland,2021-08-11,0.28,0.01,1.77
Skåne,2021-08-11,0.16,0.07,0.39
Södermanland,2021-08-11,0.21,0,2.79
Stockholm,2021-08-11,0.31,0.16,0.57
Uppsala,2021-08-11,0.21,0.04,0.85
Värmland,2021-08-11,0.27,0,2.41
Västerbotten,2021-08-11,0.28,0,2.89
Västernorrland,2021-08-11,0.18,0,2.76
Västmanland,2021-08-11,0.14,0,2.12
Västra Götaland,2021-08-11,0.23,0.09,0.56
Blekinge,2021-08-12,0.15,0,2.56
Dalarna,2021-08-12,0.23,0,2.51
Gävleborg,2021-08-12,0.31,0.02,2.36
Gotland,2021-08-12,,,
Halland,2021-08-12,0.17,0,1.57
Jämtland,2021-08-12,0.07,0,3.69
Jönköping,2021-08-12,0.28,0,2.31
Kalmar,2021-08-12,0.19,0,3.49
Kronoberg,2021-08-12,0.34,0,3.2
Norrbotten,2021-08-12,0.31,0,3.97
Örebro,2021-08-12,0.23,0,2.85
Östergötland,2021-08-12,0.3,0.01,1.83
Skåne,2021-08-12,0.16,0.06,0.38
Södermanland,2021-08-12,0.4,0.01,3.2
Stockholm,2021-08-12,0.3,0.16,0.55
Uppsala,2021-08-12,0.22,0.04,0.87
Värmland,2021-08-12,0.28,0,2.35
Västerbotten,2021-08-12,0.26,0,2.88
Västernorrland,2021-08-12,0.18,0,2.77
Västmanland,2021-08-12,0.14,0,2.15
Västra Götaland,2021-08-12,0.25,0.09,0.59
Blekinge,2021-08-13,0.15,0,2.51
Dalarna,2021-08-13,0.22,0,2.56
Gävleborg,2021-08-13,0.44,0.02,2.59
Gotland,2021-08-13,,,
Halland,2021-08-13,0.19,0,1.58
Jämtland,2021-08-13,0.09,0,3.86
Jönköping,2021-08-13,0.23,0,2.15
Kalmar,2021-08-13,0.22,0,3.52
Kronoberg,2021-08-13,0.28,0,3.17
Norrbotten,2021-08-13,0.3,0,4.26
Örebro,2021-08-13,0.23,0,2.86
Östergötland,2021-08-13,0.26,0.01,1.74
Skåne,2021-08-13,0.16,0.06,0.39
Södermanland,2021-08-13,0.36,0,3.21
Stockholm,2021-08-13,0.3,0.16,0.57
Uppsala,2021-08-13,0.2,0.04,0.81
Värmland,2021-08-13,0.24,0,2.24
Västerbotten,2021-08-13,0.23,0,2.77
Västernorrland,2021-08-13,0.18,0,2.84
Västmanland,2021-08-13,0.15,0,2.09
Västra Götaland,2021-08-13,0.25,0.1,0.6
Blekinge,2021-08-14,0.14,0,2.5
Dalarna,2021-08-14,0.23,0,2.51
Gävleborg,2021-08-14,0.44,0.02,2.64
Gotland,2021-08-14,,,
Halland,2021-08-14,0.23,0.01,1.66
Jämtland,2021-08-14,0.09,0,4.01
Jönköping,2021-08-14,0.17,0,2.05
Kalmar,2021-08-14,0.23,0,3.41
Kronoberg,2021-08-14,0.21,0,2.84
Norrbotten,2021-08-14,0.15,0,3.99
Örebro,2021-08-14,0.24,0,2.8
Östergötland,2021-08-14,0.33,0.02,1.87
Skåne,2021-08-14,0.15,0.05,0.37
Södermanland,2021-08-14,0.31,0,3.07
Stockholm,2021-08-14,0.29,0.14,0.55
Uppsala,2021-08-14,0.21,0.04,0.83
Värmland,2021-08-14,0.2,0,2.3
Västerbotten,2021-08-14,0.23,0,3.02
Västernorrland,2021-08-14,0.18,0,2.71
Västmanland,2021-08-14,0.15,0,2.16
Västra Götaland,2021-08-14,0.24,0.1,0.58
Blekinge,2021-08-15,0.14,0,2.56
Dalarna,2021-08-15,0.27,0.01,2.56
Gävleborg,2021-08-15,0.44,0.02,2.73
Gotland,2021-08-15,,,
Halland,2021-08-15,0.24,0.01,1.67
Jämtland,2021-08-15,0.12,0,4.05
Jönköping,2021-08-15,0.18,0,2.05
Kalmar,2021-08-15,0.2,0,3.5
Kronoberg,2021-08-15,0.12,0,2.72
Norrbotten,2021-08-15,0.19,0,3.88
Örebro,2021-08-15,0.21,0,2.95
Östergötland,2021-08-15,0.29,0.01,1.82
Skåne,2021-08-15,0.14,0.05,0.36
Södermanland,2021-08-15,0.33,0,3.17
Stockholm,2021-08-15,0.27,0.13,0.53
Uppsala,2021-08-15,0.2,0.04,0.82
Värmland,2021-08-15,0.1,0,2.16
Västerbotten,2021-08-15,0.27,0,3.06
Västernorrland,2021-08-15,0.19,0,2.73
Västmanland,2021-08-15,0.15,0,2.29
Västra Götaland,2021-08-15,0.2,0.07,0.52
Blekinge,2021-08-16,0.12,0,2.62
Dalarna,2021-08-16,0.24,0.01,2.52
Gävleborg,2021-08-16,0.42,0.02,2.56
Gotland,2021-08-16,,,
Halland,2021-08-16,0.19,0,1.58
Jämtland,2021-08-16,0.14,0,4.08
Jönköping,2021-08-16,0.2,0,2.16
Kalmar,2021-08-16,0.13,0,3.36
Kronoberg,2021-08-16,0.16,0,2.73
Norrbotten,2021-08-16,0.13,0,3.95
Örebro,2021-08-16,0.21,0,2.68
Östergötland,2021-08-16,0.21,0.01,1.68
Skåne,2021-08-16,0.14,0.05,0.37
Södermanland,2021-08-16,0.36,0,3.15
Stockholm,2021-08-16,0.3,0.16,0.58
Uppsala,2021-08-16,0.2,0.04,0.82
Värmland,2021-08-16,0.11,0,2.13
Västerbotten,2021-08-16,0.31,0.01,2.92
Västernorrland,2021-08-16,0.17,0,2.77
Västmanland,2021-08-16,0.15,0,2.26
Västra Götaland,2021-08-16,0.19,0.06,0.5
Blekinge,2021-08-17,0.15,0,2.51
Dalarna,2021-08-17,0.32,0.01,2.56
Gävleborg,2021-08-17,0.39,0.02,2.53
Gotland,2021-08-17,,,
Halland,2021-08-17,0.21,0.01,1.64
Jämtland,2021-08-17,0.15,0,3.94
Jönköping,2021-08-17,0.22,0,2.03
Kalmar,2021-08-17,0.14,0,3.39
Kronoberg,2021-08-17,0.17,0,2.74
Norrbotten,2021-08-17,0.14,0,3.86
Örebro,2021-08-17,0.17,0,2.64
Östergötland,2021-08-17,0.27,0.01,1.74
Skåne,2021-08-17,0.18,0.07,0.43
Södermanland,2021-08-17,0.42,0.01,3.22
Stockholm,2021-08-17,0.3,0.16,0.57
Uppsala,2021-08-17,0.22,0.04,0.85
Värmland,2021-08-17,0.09,0,2.11
Västerbotten,2021-08-17,0.29,0.01,2.84
Västernorrland,2021-08-17,0.15,0,2.67
Västmanland,2021-08-17,0.21,0,2.34
Västra Götaland,2021-08-17,0.22,0.08,0.55
Blekinge,2021-08-18,0.11,0,2.49
Dalarna,2021-08-18,0.36,0.02,2.59
Gävleborg,2021-08-18,0.45,0.02,2.7
Gotland,2021-08-18,,,
Halland,2021-08-18,0.22,0.01,1.71
Jämtland,2021-08-18,0.19,0,4.12
Jönköping,2021-08-18,0.24,0.01,2.1
Kalmar,2021-08-18,0.18,0,3.48
Kronoberg,2021-08-18,0.1,0,2.7
Norrbotten,2021-08-18,0.18,0,3.73
Örebro,2021-08-18,0.24,0,2.82
Östergötland,2021-08-18,0.24,0.01,1.64
Skåne,2021-08-18,0.18,0.07,0.43
Södermanland,2021-08-18,0.38,0,3.17
Stockholm,2021-08-18,0.32,0.17,0.59
Uppsala,2021-08-18,0.26,0.05,0.92
Värmland,2021-08-18,0.19,0,2.09
Västerbotten,2021-08-18,0.2,0,2.75
Västernorrland,2021-08-18,0.18,0,2.83
Västmanland,2021-08-18,0.2,0,2.31
Västra Götaland,2021-08-18,0.25,0.1,0.58
Blekinge,2021-08-19,0.15,0,2.66
Dalarna,2021-08-19,0.42,0.03,2.63
Gävleborg,2021-08-19,0.43,0.01,2.77
Gotland,2021-08-19,,,
Halland,2021-08-19,0.22,0.01,1.79
Jämtland,2021-08-19,0.17,0,4.27
Jönköping,2021-08-19,0.31,0.01,2.2
Kalmar,2021-08-19,0.24,0,3.79
Kronoberg,2021-08-19,0.11,0,2.66
Norrbotten,2021-08-19,0.21,0,3.79
Örebro,2021-08-19,0.21,0,2.69
Östergötland,2021-08-19,0.23,0.01,1.56
Skåne,2021-08-19,0.16,0.06,0.4
Södermanland,2021-08-19,0.26,0,2.93
Stockholm,2021-08-19,0.28,0.14,0.52
Uppsala,2021-08-19,0.25,0.05,0.89
Värmland,2021-08-19,0.16,0,2.03
Västerbotten,2021-08-19,0.35,0,3.11
Västernorrland,2021-08-19,0.19,0,2.72
Västmanland,2021-08-19,0.18,0,2.34
Västra Götaland,2021-08-19,0.23,0.09,0.57
Blekinge,2021-08-20,0.15,0,2.72
Dalarna,2021-08-20,0.43,0.03,2.62
Gävleborg,2021-08-20,0.44,0.01,2.78
Gotland,2021-08-20,,,
Halland,2021-08-20,0.2,0,1.78
Jämtland,2021-08-20,0.16,0,4.5
Jönköping,2021-08-20,0.38,0.02,2.28
Kalmar,2021-08-20,0.24,0,3.64
Kronoberg,2021-08-20,0.11,0,2.66
Norrbotten,2021-08-20,0.17,0,3.59
Örebro,2021-08-20,0.18,0,2.66
Östergötland,2021-08-20,0.26,0.01,1.66
Skåne,2021-08-20,0.19,0.07,0.44
Södermanland,2021-08-20,0.25,0,2.85
Stockholm,2021-08-20,0.28,0.15,0.53
Uppsala,2021-08-20,0.26,0.06,0.92
Värmland,2021-08-20,0.16,0,2.12
Västerbotten,2021-08-20,0.17,0,2.76
Västernorrland,2021-08-20,0.23,0,2.82
Västmanland,2021-08-20,0.17,0,2.38
Västra Götaland,2021-08-20,0.23,0.09,0.57
Blekinge,2021-08-21,0.17,0,2.69
Dalarna,2021-08-21,0.39,0.03,2.58
Gävleborg,2021-08-21,0.45,0.02,2.74
Gotland,2021-08-21,,,
Halland,2021-08-21,0.3,0.01,1.95
Jämtland,2021-08-21,0.15,0,4.47
